"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
24.3307,24.3323,24.3281,24.324,24.315,24.3019,24.2893,24.2796,24.2721,24.2623,24.2471,24.2136,24.1834,24.14,24.0903,24.035,23.9916,23.9205,23.8392,23.7766,23.7281,23.6673,23.6029,23.5245,23.4688,23.4167,23.3684,23.3217,23.2771,23.2425,23.2067,23.1772,23.1498,23.1244,23.0999,23.0784,23.048,23.0135,22.9616,22.9184,22.8818,22.8406,22.7805,22.7167,22.6645,22.5969,22.5257,22.4385,22.3479,22.2693,22.1909,22.1107,22.0331,21.9651,21.908,21.836,21.7713,21.715,21.6489,21.5985,21.5521,21.4967,21.4637,21.42,21.3831,21.3469,21.3071,21.2394,21.1733,21.1259,21.0734,21.0396,21.0105,20.9795,20.9375,20.8932,20.8474,20.8193,20.7839,20.7215,20.6594,20.5931,20.5473,20.4993,20.4587,20.4112,20.3587,20.2849,20.2237,20.1605,20.0907,20.048,19.9977,19.9432,19.8742,19.8121,19.7525,19.6694,19.5963,19.5244
24.6273,24.6277,24.627,24.6261,24.6258,24.6232,24.6157,24.6106,24.599,24.5894,24.564,24.5562,24.5504,24.5425,24.5164,24.4913,24.4622,24.4131,24.3706,24.2829,24.1409,23.9894,23.8239,23.6612,23.4681,23.2726,23.094,22.9447,22.8002,22.6528,22.5142,22.3938,22.2418,22.1241,22.0098,21.9234,21.8397,21.7231,21.6081,21.5248,21.4612,21.3807,21.2984,21.2392,21.1838,21.1338,21.0678,21.0007,20.9389,20.8738,20.8002,20.7272,20.6588,20.5874,20.4889,20.4241,20.3434,20.2698,20.1835,20.092,20.0017,19.9242,19.8631,19.8068,19.7327,19.664,19.6019,19.5514,19.5078,19.4443,19.3732,19.325,19.267,19.2093,19.1486,19.1013,19.0396,18.9871,18.9426,18.8957,18.8362,18.7857,18.7248,18.6681,18.6192,18.5745,18.5064,18.4332,18.367,18.2767,18.1889,18.1232,18.0467,17.9459,17.8721,17.786,17.7054,17.6197,17.5113,17.4038
25.7923,25.7958,25.7976,25.7987,25.7983,25.7992,25.7884,25.7734,25.7594,25.7337,25.7018,25.6615,25.6129,25.5658,25.5154,25.4825,25.4507,25.421,25.3889,25.349,25.3259,25.3021,25.2624,25.1743,25.0661,24.9362,24.7561,24.5809,24.4343,24.2527,24.019,23.7357,23.4721,23.253,23.0257,22.7903,22.5943,22.4568,22.2946,22.1505,22.0191,21.8979,21.7985,21.6736,21.5497,21.4417,21.3545,21.2731,21.1884,21.1108,21.028,20.9502,20.8865,20.8373,20.7791,20.7142,20.628,20.5521,20.5081,20.4435,20.3574,20.2769,20.2152,20.1437,20.0637,20.007,19.9371,19.8646,19.804,19.752,19.6978,19.6341,19.5634,19.4951,19.4334,19.3825,19.3301,19.2544,19.1864,19.1161,19.0595,19.0001,18.9439,18.8784,18.8147,18.7589,18.6963,18.6332,18.5581,18.4576,18.3949,18.3158,18.2201,18.1301,18.041,17.9628,17.8723,17.7726,17.6707,17.5626
25.5214,25.5241,25.5267,25.5259,25.5153,25.5071,25.4929,25.4817,25.4734,25.4661,25.4574,25.4495,25.4391,25.4331,25.4257,25.417,25.4059,25.3999,25.393,25.3835,25.3768,25.3712,25.3648,25.3595,25.3542,25.3452,25.3327,25.3241,25.3134,25.299,25.2792,25.2445,25.1983,25.1389,25.0823,24.9954,24.8981,24.7792,24.6503,24.5462,24.4228,24.3075,24.2073,24.1002,23.9932,23.8902,23.7416,23.648,23.5425,23.4727,23.4101,23.3486,23.2855,23.2336,23.1362,23.0331,22.939,22.8771,22.8134,22.7514,22.6997,22.6332,22.5485,22.4468,22.3063,22.213,22.1531,22.0991,21.9951,21.902,21.8273,21.7737,21.7047,21.6515,21.5737,21.5037,21.4522,21.4217,21.3851,21.3399,21.2651,21.2107,21.1663,21.1144,21.0543,20.9689,20.9006,20.8455,20.7673,20.6936,20.6162,20.5425,20.4765,20.3992,20.323,20.2641,20.212,20.1555,20.0908,20.0356
25.6609,25.6634,25.6656,25.6647,25.661,25.6551,25.6494,25.6456,25.6405,25.6378,25.6342,25.6311,25.6287,25.6267,25.6236,25.621,25.6187,25.6176,25.6112,25.6069,25.6049,25.6024,25.5999,25.5958,25.5909,25.5835,25.5714,25.5401,25.4633,25.3942,25.3123,25.1671,25.0513,24.9069,24.7856,24.6528,24.5269,24.4162,24.3121,24.212,24.072,23.9705,23.8848,23.8032,23.7108,23.6293,23.5504,23.4597,23.392,23.3365,23.2715,23.1851,23.0948,23.0191,22.9591,22.8965,22.8251,22.7472,22.6873,22.6306,22.5862,22.4873,22.4125,22.3543,22.3066,22.2489,22.1704,22.1063,22.0481,21.9821,21.9196,21.8547,21.8024,21.7346,21.6681,21.5822,21.4973,21.413,21.3409,21.2697,21.2072,21.0997,21.0056,20.9394,20.8688,20.8017,20.7229,20.6596,20.574,20.5073,20.4501,20.3864,20.3298,20.2875,20.2361,20.1779,20.1326,20.0711,20.0273,19.9796
26.0239,26.0265,26.0274,26.0281,26.0282,26.0284,26.029,26.0294,26.0283,26.0289,26.0272,26.0269,26.0246,26.0224,26.0216,26.0207,26.0189,26.0174,26.0165,26.0164,26.0141,26.0117,26.0044,25.9905,25.975,25.963,25.9561,25.9497,25.9373,25.9107,25.8814,25.8477,25.8101,25.7645,25.6959,25.5995,25.4937,25.3894,25.3142,25.2138,25.1129,24.9161,24.7477,24.5788,24.3976,24.2918,24.1581,24.0107,23.8722,23.7586,23.6305,23.5227,23.4224,23.3566,23.3011,23.214,23.143,23.0554,22.9723,22.8588,22.7902,22.7022,22.624,22.5538,22.4396,22.3314,22.2427,22.1715,22.092,22.0138,21.9432,21.8653,21.7774,21.7036,21.6224,21.5428,21.4724,21.3722,21.2982,21.2261,21.1644,21.0927,21.0232,20.9455,20.8694,20.8115,20.7435,20.6783,20.6141,20.5433,20.4632,20.3959,20.3404,20.2839,20.2239,20.1529,20.0986,20.0255,19.9659,19.906
25.0474,25.0491,25.0495,25.0478,25.0492,25.051,25.0497,25.0502,25.051,25.0515,25.0588,25.0741,25.0841,25.0892,25.1032,25.1067,25.1116,25.1177,25.1155,25.111,25.1061,25.103,25.0996,25.0975,25.0957,25.0946,25.0932,25.0916,25.0898,25.0884,25.0876,25.0867,25.0853,25.0848,25.0835,25.0813,25.0784,25.0775,25.0757,25.0745,25.0681,25.0612,25.0406,24.9997,24.9256,24.856,24.7292,24.5683,24.3515,24.175,23.9834,23.8131,23.6463,23.5333,23.446,23.3525,23.2382,23.1096,22.9127,22.7708,22.6711,22.5237,22.4596,22.3972,22.2841,22.1837,22.0706,21.9357,21.8512,21.743,21.5927,21.4821,21.3927,21.2997,21.2184,21.1521,21.0825,20.997,20.9093,20.8282,20.7785,20.7157,20.6318,20.5622,20.497,20.4279,20.3588,20.274,20.1995,20.1367,20.0477,19.9698,19.9278,19.8763,19.7925,19.7044,19.6227,19.5456,19.4582,19.394
23.7868,23.79,23.7913,23.7924,23.7935,23.795,23.7958,23.7962,23.797,23.7982,23.7994,23.7995,23.7997,23.8,23.8004,23.8008,23.8007,23.801,23.8016,23.8016,23.8018,23.8023,23.8022,23.8023,23.8029,23.8033,23.8037,23.8043,23.804,23.804,23.8048,23.8051,23.8056,23.8059,23.8067,23.8077,23.8074,23.8073,23.8073,23.808,23.8074,23.8081,23.8068,23.8067,23.8062,23.8046,23.7932,23.7811,23.7355,23.6464,23.4567,23.3113,23.0461,22.6995,22.5491,22.2433,22.0319,21.8069,21.6653,21.5085,21.4319,21.2793,21.1739,21.0483,20.8899,20.7615,20.711,20.5959,20.5072,20.4329,20.3213,20.2323,20.1267,20.0403,19.9465,19.8673,19.7878,19.7447,19.6003,19.5593,19.4802,19.3727,19.2322,19.1412,19.067,19.0098,18.9249,18.8229,18.6435,18.5592,18.4664,18.3332,18.2161,18.1058,18.0088,17.7958,17.63,17.531,17.4675,17.445
23.7241,23.7261,23.7272,23.7262,23.7268,23.7224,23.7201,23.7111,23.7003,23.696,23.6893,23.678,23.6623,23.6438,23.621,23.6019,23.5887,23.5735,23.5483,23.5313,23.5138,23.4954,23.4715,23.448,23.42,23.3928,23.3638,23.3302,23.3158,23.295,23.2778,23.2612,23.2422,23.2184,23.1857,23.1568,23.1283,23.0944,23.0632,23.017,22.9595,22.9023,22.8454,22.7829,22.7131,22.631,22.5051,22.3877,22.2465,22.0999,21.9961,21.8843,21.7624,21.6483,21.5267,21.3765,21.2195,21.0359,20.8461,20.7055,20.5949,20.4514,20.3053,20.1547,20.0232,19.8683,19.7653,19.6395,19.5197,19.3982,19.2615,19.1403,19.0044,18.9094,18.7899,18.6945,18.6207,18.5204,18.425,18.3543,18.2723,18.1783,18.0898,17.9834,17.8728,17.7961,17.7197,17.6513,17.5634,17.496,17.3639,17.2589,17.1341,17.0303,16.9256,16.8138,16.6853,16.5869,16.4779,16.3544
24.4003,24.4045,24.4021,24.3993,24.3956,24.3801,24.3735,24.356,24.3322,24.318,24.298,24.2662,24.2258,24.2025,24.1887,24.1733,24.1535,24.1327,24.1182,24.089,24.0494,24.0222,23.9896,23.969,23.9349,23.8992,23.865,23.8363,23.7959,23.7621,23.7228,23.6931,23.654,23.607,23.5661,23.5323,23.504,23.468,23.4152,23.3454,23.2748,23.2112,23.1415,23.0792,23.0107,22.934,22.8513,22.7652,22.694,22.6173,22.5312,22.4466,22.3315,22.2337,22.154,22.0534,21.9577,21.8649,21.7864,21.7003,21.615,21.5317,21.4637,21.3376,21.2385,21.1666,21.0774,20.9969,20.8995,20.8257,20.7493,20.6314,20.5428,20.4483,20.3458,20.2725,20.2013,20.1425,20.0499,19.9766,19.8746,19.7825,19.7427,19.6796,19.608,19.5337,19.4374,19.3596,19.3034,19.2238,19.1367,19.061,18.9929,18.8857,18.7969,18.7182,18.6135,18.5522,18.4676,18.371
24.0037,24.0045,24.005,24.0059,24.0069,24.0069,24.0076,24.008,24.0073,24.0065,24.0042,24.0018,24.001,23.999,23.998,23.9962,23.9944,23.9911,23.9876,23.9835,23.9796,23.9733,23.9655,23.9585,23.9487,23.9399,23.9357,23.931,23.9272,23.9235,23.9194,23.9163,23.913,23.9106,23.9058,23.8972,23.8862,23.8731,23.8576,23.8289,23.8018,23.7683,23.7288,23.7044,23.683,23.6613,23.6358,23.6077,23.5859,23.5556,23.5184,23.4733,23.4371,23.3885,23.3488,23.2987,23.2408,23.1862,23.1281,23.0548,22.9795,22.8658,22.7689,22.6939,22.6089,22.535,22.4456,22.3346,22.2353,22.1431,22.0382,21.9811,21.8901,21.8252,21.7591,21.6615,21.5586,21.4622,21.3483,21.2579,21.1499,21.0046,20.8754,20.7771,20.6894,20.5692,20.4859,20.4052,20.2972,20.1948,20.1286,20.0667,20.002,19.9223,19.7988,19.6891,19.5985,19.5289,19.4139,19.3238
24.2589,24.2628,24.2602,24.2559,24.2483,24.2441,24.2398,24.2353,24.2323,24.2269,24.2231,24.2199,24.2182,24.2154,24.2132,24.2052,24.191,24.181,24.168,24.153,24.1445,24.1302,24.0987,24.0664,24.022,23.9232,23.7908,23.6824,23.5984,23.5018,23.4002,23.3103,23.218,23.1135,23.0287,22.9316,22.839,22.7662,22.6987,22.6364,22.5767,22.5388,22.4918,22.4462,22.3838,22.3364,22.3061,22.2679,22.2098,22.1541,22.1067,22.0627,22.0193,21.9805,21.9283,21.8618,21.7943,21.7312,21.6669,21.6167,21.547,21.4736,21.424,21.3668,21.3099,21.2356,21.1438,21.0693,20.9886,20.9014,20.8156,20.718,20.5896,20.4756,20.3581,20.277,20.2019,20.1277,20.0016,19.8972,19.7789,19.6653,19.5817,19.501,19.4063,19.3062,19.2002,19.1187,19.0293,18.9545,18.8652,18.7534,18.6549,18.5622,18.4832,18.3596,18.2646,18.1615,18.03,17.9145
25.3075,25.3078,25.3084,25.3069,25.306,25.3069,25.3038,25.3029,25.3015,25.2989,25.2974,25.2946,25.2938,25.2937,25.2935,25.2926,25.2912,25.2905,25.2895,25.2863,25.2856,25.2841,25.2817,25.2797,25.2777,25.2761,25.2721,25.2694,25.266,25.2612,25.2504,25.2254,25.1761,25.1153,25.0578,24.9944,24.9126,24.8418,24.761,24.6672,24.548,24.4656,24.3786,24.3035,24.2293,24.1648,24.0999,24.0123,23.9272,23.8639,23.8228,23.7701,23.7231,23.6736,23.6101,23.5401,23.4711,23.4074,23.3486,23.3004,23.2297,23.1621,23.092,23.0074,22.9463,22.8745,22.7997,22.6992,22.6046,22.51,22.4372,22.367,22.3196,22.2539,22.1895,22.0954,22.0039,21.9104,21.8308,21.745,21.6516,21.5536,21.4335,21.3127,21.2136,21.1082,20.9964,20.855,20.7287,20.6014,20.4776,20.3526,20.2615,20.1646,20.0855,20.0097,19.9148,19.7854,19.6925,19.6063
25.9218,25.922,25.9224,25.9226,25.9179,25.9097,25.9022,25.8934,25.8867,25.8801,25.8733,25.8674,25.8535,25.8369,25.8259,25.8176,25.8015,25.7849,25.764,25.7314,25.6929,25.6412,25.6007,25.5604,25.506,25.4355,25.3325,25.2379,25.153,25.0599,24.9744,24.8455,24.7519,24.6203,24.4534,24.2896,24.1459,24.0213,23.9131,23.8099,23.7097,23.5723,23.4126,23.2616,23.1366,23.0185,22.8558,22.6843,22.5642,22.4519,22.3546,22.2313,22.1554,22.102,22.0244,21.9298,21.8421,21.7622,21.7,21.6258,21.5534,21.4606,21.3699,21.2677,21.154,21.0698,20.9755,20.9041,20.8461,20.7493,20.6541,20.5715,20.4911,20.3961,20.3138,20.233,20.1425,20.0475,19.9525,19.8981,19.8106,19.7091,19.6091,19.5092,19.3977,19.3188,19.2448,19.1674,19.0897,18.9995,18.8995,18.8261,18.7423,18.6376,18.5472,18.4671,18.3486,18.2703,18.1787,18.0736
26.3086,26.2808,26.2482,26.2231,26.1876,26.1897,26.1841,26.1706,26.1555,26.1438,26.1413,26.1504,26.1465,26.154,26.1589,26.1672,26.1688,26.1663,26.1595,26.1126,26.0903,26.0819,26.0762,26.0618,26.0595,26.0352,26.0128,25.9862,25.933,25.8218,25.6618,25.5602,25.466,25.2701,25.0708,24.894,24.6627,24.5091,24.3718,24.1516,23.935,23.7389,23.5328,23.3097,23.1432,22.9542,22.7918,22.6722,22.5672,22.4766,22.3248,22.21,22.1216,22.0157,21.9137,21.7909,21.7289,21.6134,21.4722,21.3474,21.213,21.12,21.025,20.9377,20.8549,20.7574,20.657,20.5763,20.4784,20.3797,20.3089,20.2188,20.1119,20.0282,19.9118,19.8092,19.7206,19.6348,19.5354,19.4024,19.2852,19.1895,19.1248,19.0328,18.9466,18.8351,18.7186,18.6218,18.4975,18.3765,18.2467,18.1064,18.0165,17.8884,17.7901,17.6867,17.6039,17.4723,17.3732,17.2396
25.8479,25.8505,25.8502,25.8534,25.8546,25.8552,25.8548,25.8541,25.8537,25.854,25.854,25.8541,25.8544,25.8538,25.8538,25.8535,25.8528,25.8485,25.8363,25.822,25.8157,25.8071,25.8009,25.7926,25.7786,25.762,25.7334,25.6969,25.5992,25.5203,25.386,25.2232,25.0729,24.94,24.8494,24.7355,24.6119,24.5275,24.4125,24.2041,24.0085,23.8597,23.7111,23.6108,23.4926,23.3984,23.2783,23.1493,23.0409,22.9506,22.8399,22.7092,22.5822,22.4334,22.2937,22.1627,21.9753,21.8,21.6808,21.587,21.4757,21.3916,21.2928,21.1838,21.0732,20.9834,20.8495,20.6796,20.5784,20.4825,20.4177,20.3133,20.2121,20.1044,19.9828,19.879,19.7895,19.661,19.5496,19.4265,19.3338,19.2422,19.1312,19.0048,18.8863,18.7877,18.6941,18.6103,18.5264,18.413,18.3035,18.1639,18.034,17.9265,17.7991,17.6541,17.571,17.4656,17.3649,17.2628
24.7046,24.7078,24.7063,24.704,24.7016,24.6996,24.6988,24.6983,24.698,24.698,24.6969,24.6973,24.6972,24.6975,24.6978,24.6981,24.6986,24.6991,24.6994,24.6993,24.7,24.7001,24.7013,24.7011,24.7013,24.7007,24.7007,24.7014,24.702,24.7022,24.7012,24.7017,24.7019,24.7025,24.7029,24.7033,24.7038,24.704,24.7044,24.7044,24.7044,24.7046,24.7042,24.7039,24.7016,24.6671,24.6098,24.5922,24.5427,24.4673,24.4179,24.3322,24.1957,24.0506,23.912,23.7484,23.5798,23.3433,23.1827,23.0043,22.9033,22.7519,22.6383,22.4948,22.3694,22.2794,22.13,22.0006,21.8986,21.7994,21.7178,21.6235,21.5221,21.4073,21.2866,21.1891,21.1204,21.0726,20.9813,20.9093,20.8253,20.738,20.6087,20.4878,20.3829,20.2545,20.153,20.0673,19.9582,19.8585,19.7354,19.6391,19.5173,19.417,19.3269,19.2009,19.0764,18.9734,18.878,18.752
23.9852,23.9871,23.9884,23.9891,23.9896,23.9892,23.9896,23.9906,23.9913,23.992,23.9922,23.9932,23.9931,23.9927,23.9924,23.9929,23.994,23.994,23.994,23.9938,23.9944,23.9943,23.9936,23.994,23.994,23.995,23.9948,23.9945,23.9927,23.9927,23.9936,23.9916,23.9916,23.9911,23.99,23.9897,23.9875,23.987,23.9859,23.9816,23.9808,23.9753,23.9627,23.9584,23.9542,23.9506,23.9449,23.938,23.9273,23.9149,23.8998,23.8745,23.845,23.8006,23.7309,23.6443,23.5472,23.4432,23.3725,23.2715,23.1782,23.1083,22.9746,22.8221,22.6796,22.5392,22.3911,22.2806,22.1822,22.0556,21.895,21.7405,21.615,21.4956,21.4226,21.2941,21.2061,21.1221,20.9928,20.8832,20.8103,20.7191,20.5921,20.4389,20.3379,20.2372,20.1175,19.9728,19.8044,19.6972,19.544,19.3991,19.2778,19.1588,19.006,18.8473,18.7057,18.5933,18.4948,18.3879
23.674,23.6597,23.6486,23.6309,23.6215,23.6164,23.613,23.6089,23.607,23.6039,23.5998,23.5913,23.5838,23.5749,23.5704,23.5681,23.5666,23.563,23.5599,23.5572,23.5545,23.5534,23.5535,23.5552,23.556,23.5567,23.5578,23.5591,23.5603,23.5606,23.5608,23.5603,23.5598,23.5582,23.5583,23.5574,23.5563,23.555,23.5531,23.5519,23.5528,23.5521,23.5503,23.5476,23.545,23.5427,23.5412,23.5398,23.5364,23.5329,23.5272,23.5165,23.4968,23.477,23.4546,23.4275,23.4018,23.3735,23.3248,23.2862,23.2337,23.1497,23.0481,22.9586,22.851,22.7324,22.6422,22.4946,22.3787,22.2537,22.1483,22.031,21.9315,21.8373,21.7087,21.6119,21.5277,21.4171,21.2814,21.1198,20.9886,20.862,20.7554,20.6412,20.5237,20.431,20.3267,20.2364,20.1418,20.0315,19.9239,19.8065,19.6945,19.5904,19.467,19.3252,19.1785,19.034,18.8867,18.7757
23.0542,23.0518,23.0528,23.0499,23.0478,23.0452,23.0429,23.0421,23.0349,23.035,23.0367,23.0305,23.0277,23.0235,23.0147,23.0112,23.0093,23.0073,23.005,22.9972,22.9841,22.9768,22.9688,22.9533,22.9326,22.9118,22.9006,22.8924,22.8884,22.8805,22.8713,22.8622,22.8528,22.8347,22.8212,22.8035,22.792,22.787,22.7652,22.7448,22.7316,22.7243,22.7273,22.7212,22.7076,22.6893,22.6607,22.6232,22.6097,22.5999,22.5919,22.5743,22.5533,22.5349,22.495,22.4608,22.4187,22.3788,22.3334,22.2783,22.2238,22.1391,22.0356,21.9433,21.8509,21.7021,21.608,21.501,21.4285,21.3454,21.2595,21.1714,21.0668,20.9824,20.8923,20.7879,20.6711,20.5611,20.4727,20.3169,20.1735,20.046,19.9453,19.8318,19.6777,19.5117,19.4166,19.3166,19.2086,19.1503,19.0474,18.966,18.8967,18.7798,18.6548,18.5189,18.4184,18.3141,18.152,18.0327
23.474,23.4751,23.4753,23.476,23.4739,23.4739,23.4739,23.4726,23.4734,23.4734,23.4733,23.473,23.4721,23.4692,23.468,23.466,23.4644,23.4628,23.4616,23.4598,23.4564,23.4557,23.4544,23.4528,23.4502,23.4489,23.4479,23.4474,23.4467,23.4454,23.4421,23.4405,23.4374,23.4326,23.4297,23.4278,23.4254,23.4216,23.4178,23.4124,23.4054,23.3974,23.3872,23.3734,23.36,23.3439,23.3272,23.3069,23.2871,23.269,23.2546,23.2349,23.2017,23.1797,23.1662,23.1536,23.122,23.084,23.0509,22.9949,22.9408,22.89,22.837,22.7901,22.7465,22.7096,22.6869,22.6679,22.6418,22.6145,22.5925,22.5565,22.5293,22.5131,22.4947,22.4735,22.4567,22.4242,22.3942,22.3438,22.3283,22.2862,22.2436,22.2068,22.162,22.1118,22.0524,22.0152,21.9625,21.8508,21.7423,21.6497,21.5449,21.3892,21.2662,21.1044,20.9686,20.8522,20.7566,20.6471
24.2417,24.2434,24.2426,24.2426,24.2405,24.2392,24.2388,24.2383,24.2364,24.235,24.2351,24.233,24.2281,24.2243,24.2168,24.1924,24.1259,24.0575,23.9721,23.8711,23.8113,23.764,23.7077,23.6441,23.5724,23.5204,23.4567,23.4143,23.3723,23.333,23.2968,23.2582,23.2144,23.1674,23.1387,23.0979,23.0518,23.0055,22.9725,22.9343,22.8988,22.8494,22.8138,22.7807,22.746,22.7052,22.6684,22.6295,22.598,22.5722,22.5419,22.5039,22.4808,22.4497,22.4124,22.385,22.3666,22.3466,22.3246,22.2985,22.2784,22.2529,22.2298,22.2067,22.1818,22.1512,22.1176,22.0719,22.02,21.9734,21.9213,21.8412,21.7856,21.7071,21.649,21.5693,21.4862,21.411,21.3021,21.1851,21.088,20.9568,20.8296,20.7489,20.6547,20.5672,20.4865,20.386,20.2829,20.1606,20.0153,19.88,19.78,19.643,19.5197,19.4021,19.2999,19.2121,19.1219,19.0306
24.3705,24.3733,24.3741,24.3732,24.3721,24.3726,24.3733,24.3759,24.3758,24.3765,24.3757,24.3746,24.3735,24.3717,24.3694,24.3667,24.3629,24.3615,24.3598,24.3604,24.3591,24.3582,24.3571,24.3548,24.3527,24.3493,24.3411,24.3376,24.3314,24.3094,24.2627,24.2066,24.1523,24.1215,24.0501,23.9894,23.9215,23.8643,23.8151,23.7602,23.7141,23.6544,23.551,23.4578,23.3553,23.2435,23.1598,23.0944,22.9939,22.9029,22.8362,22.7861,22.7314,22.6902,22.642,22.583,22.5245,22.4754,22.4233,22.3883,22.3521,22.3058,22.2577,22.2218,22.1774,22.1152,22.0708,22.0181,21.9581,21.8866,21.8372,21.7854,21.7264,21.671,21.6081,21.5476,21.4785,21.3929,21.3249,21.2782,21.2153,21.1287,21.0137,20.9307,20.8432,20.7483,20.6664,20.5878,20.4787,20.3703,20.2625,20.1034,19.9821,19.8442,19.6928,19.5575,19.4375,19.3344,19.2413,19.1395
25.0618,25.0618,25.0607,25.06,25.0579,25.0548,25.0512,25.0484,25.0454,25.0438,25.042,25.0385,25.0352,25.0335,25.0287,25.0237,25.0205,25.0165,24.9988,24.9561,24.9236,24.8492,24.7832,24.7388,24.6568,24.4955,24.3804,24.2618,24.1536,24.0416,23.9193,23.7976,23.6378,23.5402,23.4456,23.3712,23.2722,23.2006,23.1194,23.0397,22.9804,22.9257,22.8749,22.807,22.7292,22.6649,22.6143,22.5609,22.503,22.4435,22.4032,22.3452,22.2957,22.2578,22.2271,22.198,22.1545,22.1147,22.0798,22.0433,22.0035,21.9714,21.9298,21.8917,21.8441,21.7851,21.7541,21.7164,21.6756,21.636,21.5963,21.5339,21.4907,21.4436,21.3716,21.3211,21.2624,21.2143,21.1536,21.089,21.021,20.935,20.8726,20.8267,20.7369,20.6464,20.5837,20.5071,20.4379,20.3665,20.2833,20.1929,20.1001,19.9814,19.855,19.7582,19.6657,19.5671,19.4566,19.3358
25.3508,25.3535,25.3508,25.3497,25.3407,25.333,25.3252,25.3196,25.3125,25.3084,25.2943,25.2875,25.2813,25.2752,25.2634,25.2472,25.2266,25.2028,25.1661,25.1373,25.1182,25.1003,25.0832,25.0711,25.0512,25.0199,24.979,24.9103,24.8317,24.761,24.656,24.5526,24.4788,24.3908,24.2629,24.0943,23.985,23.8797,23.7648,23.6648,23.5836,23.4869,23.387,23.2949,23.2235,23.13,23.0496,22.9822,22.9032,22.8219,22.7606,22.705,22.6507,22.6058,22.5547,22.5116,22.4651,22.4222,22.3738,22.33,22.28,22.2439,22.2033,22.163,22.1334,22.1023,22.0689,22.0289,21.9844,21.9515,21.9142,21.874,21.8357,21.7889,21.743,21.7036,21.6629,21.6111,21.5499,21.4674,21.3902,21.3253,21.2645,21.2068,21.1389,21.0707,20.9756,20.8842,20.8102,20.7347,20.6607,20.5563,20.4646,20.3713,20.2718,20.1677,20.0895,19.9856,19.8668,19.7722
25.5437,25.5464,25.5443,25.5434,25.5445,25.538,25.5305,25.5262,25.5212,25.5153,25.5095,25.5086,25.5059,25.5057,25.5018,25.4985,25.4953,25.4929,25.4904,25.4888,25.488,25.4904,25.4917,25.4918,25.4905,25.4886,25.4869,25.488,25.4895,25.4732,25.4409,25.365,25.2881,25.2253,25.1507,25.0447,24.9415,24.821,24.6297,24.3809,24.1704,23.9954,23.7942,23.5133,23.3177,23.0922,22.8906,22.7447,22.6386,22.5559,22.4924,22.409,22.3068,22.2458,22.1875,22.1433,22.0933,22.0574,22.0219,21.9869,21.9544,21.9282,21.9077,21.8603,21.7989,21.7407,21.6812,21.629,21.5875,21.5326,21.4761,21.4446,21.3992,21.3577,21.307,21.259,21.1992,21.1645,21.1387,21.0846,21.023,20.9755,20.9376,20.8787,20.8387,20.7795,20.7065,20.6507,20.6119,20.5581,20.5044,20.459,20.3878,20.3236,20.2786,20.2271,20.1743,20.1184,20.0595,19.9743
25.6129,25.6138,25.6128,25.6146,25.6123,25.6086,25.6042,25.5944,25.5814,25.5758,25.5722,25.5682,25.5653,25.5581,25.5495,25.5433,25.5334,25.5223,25.5115,25.4987,25.4856,25.4706,25.4602,25.4491,25.4304,25.3982,25.3649,25.3318,25.2815,25.2241,25.149,25.0738,24.9937,24.8961,24.7334,24.5455,24.3567,24.1667,24.0306,23.8923,23.7141,23.5249,23.368,23.2055,23.0626,22.9124,22.7881,22.6928,22.6072,22.5423,22.4628,22.4084,22.3475,22.2842,22.2198,22.1527,22.1062,22.0528,22.0002,21.942,21.8894,21.8432,21.8038,21.7642,21.7273,21.6894,21.6455,21.6101,21.5626,21.5301,21.4986,21.4601,21.4236,21.3854,21.3448,21.3095,21.2736,21.2276,21.1825,21.1278,21.0662,21.0143,20.9783,20.9426,20.8976,20.8485,20.8005,20.7421,20.6813,20.6208,20.5589,20.4912,20.4059,20.3422,20.2681,20.1869,20.0816,20,19.9339,19.8467
24.8499,24.8468,24.8461,24.8479,24.842,24.8408,24.8372,24.8342,24.8284,24.8285,24.8286,24.8277,24.8257,24.8268,24.828,24.8289,24.8294,24.8307,24.8312,24.8317,24.8344,24.8357,24.8364,24.8368,24.8377,24.8376,24.8385,24.8392,24.8385,24.8392,24.84,24.8407,24.841,24.8335,24.8203,24.7947,24.7697,24.7607,24.742,24.6887,24.6621,24.5736,24.4702,24.3784,24.2747,24.1443,24.0338,23.8668,23.7361,23.5587,23.4126,23.2948,23.1289,22.9462,22.8532,22.7514,22.6077,22.499,22.3727,22.2666,22.1901,22.1099,22.0487,21.9331,21.8313,21.7667,21.7114,21.6175,21.5517,21.4795,21.404,21.3336,21.2655,21.1852,21.0959,21.0117,20.941,20.8775,20.7359,20.6669,20.6,20.5099,20.4009,20.2578,20.2212,20.1314,20.0456,19.9552,19.8804,19.7567,19.6841,19.5767,19.4568,19.3262,19.2038,19.1054,19.0086,18.8908,18.7274,18.58
